股票代码,产品名称
002485,棉服茄克
002485,针织衫
002485,旅游服务
002485,旅游策划
002485,旅游小镇
002484,电容器
002484,化成箔
002486,面料
002486,成衣
002487,风电塔筒
002487,火电钢结构
002489,休闲家具
002489,遮阳家具
002489,金属制品
002489,机票旅游服务
002488,钢制车轮及组装车轮
002488,汽车后市场业务
002488,分布式光伏发电
002488,高端装备设备
002491,光纤光缆
002491,通信设备
002491,通信电缆
002491,流量及数据营销
002491,互联网安全
002490,油气开采用管
002490,流体及结构用管
002490,抽油机
002490,抽油泵
002490,抽油杆
002490,钻机用缸套
002490,阀门散件及大型铸锻件
002492,仓储
002492,装卸/码头
002492,管理服务
002493,芳烃
002493,PTA
002493,聚酯切片及涤纶丝
002494,裘皮皮张
002494,裘皮面料
002494,裘皮服装
002494,裘皮饰品
002494,时装
002495,鸡粉
002495,鸡精
002495,鸡汁
002495,吉士粉
002495,青芥辣酱
002495,玉米粳
002495,番茄酱
002495,学生菜
002495,辣椒酱
002496,农药除草剂
002496,杀虫剂
002496,杀菌剂
002496,作物调节剂
002498,电力电缆
002498,裸电线
002498,电气装备用电线电缆
002498,通信电缆和光缆
002498,特种电缆
002497,炸药
002497,雷管
002497,索类
002497,爆破
002497,锂产品
002499,除尘产品及其他
002499,光伏电站 EPC承包
002499,冶金节能设备
002499,电站运营维护及其他
002500,证券经纪业务
002500,证券自营业务
002500,证券资产管理业务
002500,证券投资咨询
002500,证券投资顾问
002500,证券信用业务
002500,中小企业金融服务
002502,游戏产品
002502,影视剧制作
002502,玩具产品
002503,服装
002503,材料
002504,产品销售
002504,设计业务
002504,装饰装修
002505,饲料
002505,生猪
002505,羊
002505,屠宰肉制品
002505,牛奶销售
002505,大宗商品贸易
002501,工业用材
002501,装饰
002501,建筑用材
002501,深加工用材
002507,榨菜
002507,其他佐餐开味菜（含海带丝和萝卜）
002507,榨菜酱油
002507,泡菜
002506,组件
002506,系统集成包
002508,吸油烟机
002508,燃气灶
002508,消毒柜
002508,蒸箱
002508,烤箱
002508,洗碗机
002508,净水器
002508,集成灶
002508,微波炉
002509,自动灭火系统
002509,消防供水系统
002509,消防水炮系统
002509,消防工程
002510,模具
002510,冲压件
002510,检具夹具
002510,修理等零活
002510,军工产品
002511,洁柔Face系列
002511,Lotion系列
002511,自然木系列
002511,新棉初白系列
002511,金尊系列
002511,湿巾产品
002512,非接触式智能卡
002512,智能电子标签
002512,电视主板
002512,机顶盒
002512,系统集成
002512,技术开发
002512,小额贷款
002513,农药原药
002513,制剂
002513,精细化工中间体
002513,硫酸
002513,加工产品
002513,医药产品
002514,设备配件
002514,监测设备
002514,湿化学设备
002514,锅炉配套设备
002515,火腿
002515,火腿制品
002515,冻品原料
002515,冷库服务
002515,投资管理
002515,医疗医药
002515,医疗服务
002515,医疗软件
002517,应用开发
002517,游戏分发
002517,网页网络游戏
002517,移动网络游戏
002516,经编
002516,纬编
002516,机织
002516,化纤丝
002516,座套
002516,电力
002518,不间断电源（UPS）
002518,高压直流电源
002518,通讯电源
002518,精密空调
002518,精密配电
002518,蓄电池
002518,网络服务器机柜
002518,动力环境监控
002518,集中并网光伏逆变器
002518,分布式光伏逆变器
002518,智能汇流箱
002518,防逆流箱
002518,直流配电柜
002518,太阳能深循环蓄电池
002518,监控及家用逆变器
002518,模块化储能变流器
002518,大功率储能变流器
002518,充电桩模块
002518,一体式直
002518,流充电桩
002518,分体式直流充电桩
002518,移动式直流充电桩
002518,车载式直流充电桩
002518,交流充电桩
002518,监控系统
002519,数字电视智能终端
002519,智能机电产品类
002519,电动汽车关键部件
002520,数控车床
002520,磨超自动生产线
002520,立式加工中心
002520,龙门加工中心
002520,卧式加工中心
002520,航空装备设备
002520,航空航天零部件
002521,素色装饰原纸
002521,可印刷装饰原纸
002521,表层耐磨纸
002521,壁纸原纸
002523,物料搬运装备
002523,风电设备
002523,选煤机械
002523,有色装备
002523,其他
002522,POF普通型膜
002522,POF交联膜
002522,POF高性能膜
002522,热塑性弹性体
002526,煤炭机械设备
002526,建材机械设备
002526,印刷设备
002526,煤炭销售及采煤服务
002526,网络游戏
002524,天然气销售
002524,天然气入户安装
002524,天然气管网工程
002524,供暖
002524,钢结构工程
002524,钢结构销售
002524,眼科服务
002527,电梯控制类产品
002527,节能与工业传动类产品
002527,机器人与运动控制类产品
002528,民用安防
002528,专业安防
002528,互联网数字营销
002529,压机及整线装备
002529,代购代销配套及配件
002529,复合材料模板
002529,工程项目
002530,热处理设备销售
002530,热处理加工
002530,财税云服务
002530,产品及开发服务
002530,其他
002530,系统集成
002531,风塔及相关产品
002531,叶片
002531,发电
002532,水泵
002532,智能成套供水设备
002532,空压机
002532,配件
002534,余热锅炉(燃气轮机余热锅炉
002534,干熄焦余热锅炉
002534,烧结机余热锅炉
002534,水泥窑余热锅炉等)
002534,工业锅炉(垃圾焚烧锅炉
002534,生物质锅炉)
002534,电站锅炉(循环流化床锅炉
002534,煤粉炉
002534,高炉煤气等)
002534,电站辅机(高压加热器
002534,低压加热器
002534,除氧器
002534,冷凝器)
002534,和核电设备(核电常规岛辅机
002534,民用核二三级设备)
002533,电磁线
002533,电力电缆
002533,裸导线
002533,电气装备用电线
002533,"特种电线电缆,新能源汽车动力电池,新能源汽车租赁"
002535,支架
002535,刮板机
002535,柱子
002535,掘进机
002535,其他产品
002535,生铁及铁精粉
002535,矿建工程服务
002537,第三方支付服务
002537,大数据服务
002537,移动信息服务
002537,跨境电商服务
002537,运营商计费结算服务
002537,汽车及配件
002537,家电配件
002537,电机及配件
002537,模具
002537,“惠商+”O2O 业务
002536,水泵
002536,进排气歧管
002536,涡壳
002536,飞轮壳
002538,三元复合肥
002538,磷酸一铵
002539,复合肥
002539,联碱
002539,工业盐
002539,品种盐
002539,川菜调味品
002539,磷化工产品
002539,磷酸一铵
002540,管材类
002540,型材类
002540,棒材类
002540,铸棒类
002540,其他铝制品
002541,建筑轻钢结构
002541,设备钢结构
002541,建筑重钢结构
002541,桥梁钢结构
002541,空间钢结构
002541,智能车库
002541,装配式建筑
002541,围护产品
002542,地基处理
002542,机场工程
002542,市政工程
002542,设备租赁及销售
002543,生活热水
002543,厨房电器
002545,钢结构
002545,角钢塔
002545,钢管塔
002545,建筑安装
002545,氯化钾
002545,发电
002546,主站
002546,230M专网终端
002546,公网终端
002546,采集器
002546,仪器设备
002546,载波通信测试设备
002546,电力柜
002546,高低压成套设备
002546,电能云项目
002547,精密铝合金结构件
002547,移动通信射频器件
002547,冲压钣金件
002547,无线终端业务
002547,电子元器件分销
002547,玻璃
002548,猪用配合料
002548,猪用预混料
002548,猪用浓缩料
002548,其他饲料
002548,生猪
002548,饲料原材料
002548,动保产品
002548,电信增值服务
002550,原料药系列
002550,制剂药品系列
002549,液体二氧化碳
002549,干冰
002549,氧
002549,氮气
002549,氩气
002549,氢气
002549,液化气
002549,戊烷
002549,燃料气加工
002551,医疗专业工程
002551,医疗设备销售
002551,医院后勤托管服务
002551,总承包管理服务
002551,建造工程收入
002551,医用耗材
002551,设计服务
002552,船舶配套大型铸锻件
002552,电力配套大型铸锻件
002552,工程机械配套大型铸锻件
002552,海工平台大型铸锻件
002552,精细化工新材料
002554,油气田装备及工程
002554,石化环保装备及服务
002554,油气资源开发及利用
002553,轴承
002553,离合器
002553,皮带轮
002553,配件
002556,农资产品
002556,化工产品
002556,农副产品
002557,洽洽香瓜子
002557,洽洽喀吱脆
002557,洽洽小而香
002557,洽洽怪U味
002557,撞果仁
002557,焦糖山核桃蓝袋系列瓜子
002557,小黄袋每日坚果
002557,山药妹山药脆片
002555,网页游戏
002555,手机游戏
002555,汽车零部件
002559,金属成形机床
002559,激光加工装备
002559,智能制造解决方案
002558,电脑端网络游戏
002558,移动端网络游戏
002558,互联网社区工具
002558,互联网金融服务
002558,其他游戏相关
002560,钢芯铝绞线
002560,承力索等铜合金
002560,铝合金绞线
002560,铝包钢绞线
002560,架空绝缘电缆
002560,铝绞线
002560,布电线
002560,铝制品
002560,军工产品
002560,医疗产品
002562,维生素K3
002562,维生素B1
002562,维生素B3
002562,维生素B5
002562,铬鞣剂
002561,百货
002564,换热器
002564,分离器
002564,反应釜
002564,储罐
002564,塔器
002564,过滤器
002564,蒸发器
002564,工程的设计及工程总承包
002563,森马成人休闲装
002563,巴拉巴拉童装
002566,振源胶囊
002566,心悦胶囊
002566,生脉注射液
002566,清开灵注射液
002566,消痔灵注射液
002566,西洋参饮片
002566,红参精提植物饮品
002566,益参妮奥系列化妆品
002565,镀铝纸
002565,复膜纸
002565,白卡纸
002565,丙纤丝束
002565,印刷品
002565,光学防伪膜
002565,电子烟
002568,食用香精
002568,预调鸡尾酒
002567,饲料
002567,肉制品
002567,动物保健品
002567,牲猪
002569,衬衫
002569,裤装
002569,西服
002569,茄克衫
002569,针织衫
002570,婴幼儿配方奶粉
002570,营养米粉
002570,亲子食品
002570,儿童奶
002570,其他婴幼儿辅食
002571,餐厨用具
002571,酒具水具
002572,衣柜
002572,橱柜
002572,榻榻米
002572,书柜
002572,床
002572,梳妆台
002572,电视柜
002572,书桌
002572,酒柜
002572,餐柜
002572,鞋柜
002572,饰物柜
002572,床垫
002572,饰品
002572,窗帘
002572,沙发
002572,茶几
002572,纺织用品
002573,燃煤电厂大气治理装置
002574,黄金饰品
002574,铂金饰品
002574,镶嵌饰品
002574,银制(饰)品
002575,玩具渠道业务
002576,定转子冲片和铁芯
002576,成品定转子
002576,电气设备
002576,模具
002576,贸易
002577,游戏鼠标
002577,游戏机械键盘
002577,游戏耳机
002577,游戏手柄
002577,游戏鼠标垫
002578,铝锭
002578,铝棒
002578,铝型材
002578,铝模板
002579,单面板
002579,双面板
002579,多层板
002580,新能源及应急储能用电池
002580,备用电池
002580,动力电池
002581,恩经复
002581,安福隆
002581,原甲酸三乙酯
002581,原甲酸三甲酯
002581,原乙酸三甲酯
002581,副产品
002582,红枣及其相关产品
002582,坚果炒货
002582,果干
002582,肉脯海鲜
002582,糕点糖果
002582,礼盒等品类健康食品
002584,电子化学品
002584,通用试剂
002584,原料药及食品添加剂
002584,化工原料
002584,医疗器械及诊断试剂
002583,讲机终端
002583,集群系统
002583,指挥调度系统
002583,集成通信及改装车
002583,物联网与应急通信
002583,卫星通信
002585,光学基材
002585,光学膜片
002585,星膜范系列节能隔热防爆膜
002585,色带打印
002585,光电显示
002585,PETG收缩膜
002585,PVC收缩膜
002585,综合类材料
002585,太阳能电池背板
002585,背板基材
002586,海堤工程
002586,城市防洪工程
002586,河道工程
002586,水库工程
002586,市政工程
002586,技术服务
002587,智慧银行系统解决方案
002587,智能服务机器人解决方案
002587,智能信息管控平台解决方案
002587,银行跨平台自助服务解决方案
002587,大交通显示解决方案
002587,体育赛事显示解决方案
002587,租赁系列解决方案
002587,会议室解决方案
002587,控制室解决方案
002587,数字媒体解决方案
002587,电视演播室解决方案
002587,LED创意显示解决方案
002587,智慧照明解决方案
002588,高塔复合肥
002588,水溶肥
002588,硝基肥
002588,缓控释肥
002588,海藻肥
002588,生物肥
002588,有机无机肥料及各种作物专用肥料
002590,气压制动系统
002590,液压制动系统
002590,离合器操纵系统
002590,铁铸件
002590,副车架
002589,药品
002589,器械-检验
002589,器械-介入
002589,器械-普耗及器械配送
002589,器械-其他产品线
002589,移动医疗
002591,HDS防护
002591,KM防护
002591,MC防护
002591,MT防护
002591,MHC防护
002591,JHU防护
002591,贸易
002591,降噪工程
002592,车用散热器铝质
002592,车用暖风机
002592,中冷器
002592,保险杠
002592,其他注塑件
002592,演出门票
002592,塑料
002592,铝材
002592,出租房产
002593,无内胎钢轮
002593,型钢钢轮
002593,铝圈
002593,TPMS
002593,钢结构制造
002593,钢结构工程
002594,二次充电电池及光伏
002594,手机部件及组装等
002594,汽车及相关产品
002595,模具
002595,大型燃气轮机零部件
002595,铸造产品
002595,机械产品
002596,商品混凝土
002596,水泥
002596,园林绿化
002597,甜味剂安赛蜜
002597,三氯蔗糖
002597,香料甲
002597,乙基麦芽酚
002597,甲基环戊烯醇酮
002597,液氨
002597,双氧水
002597,碳酸氢铵
002597,三聚氰胺
002597,甲醛
002597,硫酸
002597,硝酸
002597,双乙烯酮
002597,房地产销售
002599,云印刷
002599,包装印刷
002599,出版物印刷
002599,商业印刷
002599,印刷物资
002598,风机
002598,磨机
002598,渣浆泵
002598,电气设备
002598,气力输送
002600,永磁铁氧体
002600,软磁铁氧体
002600,触控一体化显示模组
002600,液晶显示模组
002600,电容式触摸屏（CTP）
002600,精密塑胶结构件
002600,精密五金结构件
002601,钛白粉
002601,锆制品
002601,矿产品
002602,铜杆加工件
002602,热交换系统塑料件
002602,内外饰塑料件
002602,空调系统塑料件
002602,车灯系统塑料件
002602,安全系统塑料件
002602,金属件
002602,冰箱塑料件
002602,模具/检具类
002602,游戏运营
002602,游戏开发
002603,通心络胶囊
002603,参松养心胶囊
002603,连花清瘟胶囊
002603,芪苈强心胶囊
002605,扑克牌
002607,公务员招录面授培训
002607,事业单位招录面授培训
002607,教师招录及教师资格面授培训
002607,综合面授培训
002607,线上培训
002606,悬瓷绝缘子
002606,复合绝缘子
002606,支柱绝缘子
002608,电力
002608,热力
002608,煤炭
002608,金融
002608,船舶
002609,智能停车场管理系统
002609,智能门禁管理系统
002609,智能通道管理系统
002609,智慧管理软件平台
002611,动力电池系统
002611,智能包装设备及相关零部件
002611,动力设备
002610,太阳能电池边框
002610,太阳能安装支架
002610,太阳能电池板
002610,电力销售
002612,女装上衣
002612,女装裤子
002612,女装裙子
002612,女装外套
002612,婴童服装
002612,婴童用品
002612,手术类医疗美容
002612,非手术类医疗美容
002612,咨询服务
002613,玻璃钢化设备
002613,玻璃预处理设备
002613,汽车玻璃预处理设备
002613,玻璃丝网印刷设备
002613,玻璃仓储及自动化连线
002613,深加工玻璃
002613,低辐射镀膜玻璃设备
002615,不锈钢真空器皿
002615,不锈钢非真空器皿
002615,铝瓶
002615,玻璃杯
002615,塑料杯
002614,按摩椅
002614,按摩小电器
002614,空气净化器
002614,新风机
002614,血压计
002614,血糖仪
002614,血氧计
002617,漆包线
002617,节能数控电机
002617,汽车及船舶零部件
002617,新能源汽车配套产品
002617,太阳能发电相关产品
002616,燃气热水器
002616,燃气灶具
002616,油烟机
002616,消毒柜
002616,燃气壁挂炉
002616,燃气烤炉
002616,燃气取暖器
002618,FPC
002618,COF柔性封装基板
002618,COF产品
002618,PI膜
002619,混凝土输水管道
002619,砂石料
002619,移动终端游戏
002619,视频内容分发
002619,保理业务
002620,公共装饰工程
002620,高档住宅精装修的设计及工程
002621,PE/PP 管自动化生产线
002621,PVC 管自动化生产线
002621,数控单机
002621,精密模具及五轴高端数控机床
002622,高压开关柜
002622,低压开关柜
002622,永磁式户内高压真空断路器
002622,固封极柱系列永磁式户内高压真空断路器
002622,电弧炉专用永磁式高压真空断路器
002622,永磁式户内高压真空断路器（矿用）
002622,智能永磁户外交流高压真空柱上开关
002622,万能式低压真空断路器
002622,永磁式高压真空接触器
002622,永磁式低压接触器
002622,变电站综合自动化控制系统
002622,马达控制保护器
002622,电动机保护器
002622,智能操控装置
002622,开关状态控制器
002622,户外箱式变电站
002622,征信大数据软件服务
002622,全渠道数字化零售管理解决方案
002622,保理业务
002623,太阳能玻璃
002623,太阳能组件
002623,电力
002623,电子玻璃及显示器件
002624,移动网络游戏
002624,PC端网络游戏
002624,主机游戏
002624,电视剧
002624,电影
002624,综艺娱乐业务
002624,艺人经纪服务
002625,汽车零部件产品
002625,研制业务
002625,其他主营业务
002625,下角料等
002627,道路客运
002627,站务服务
002627,出租车客运
002627,旅游港口服务
002627,水路旅游客运
002627,公路旅游客运
002627,旅行社业务
002627,汽车销售及售后服务
002627,供应链服务
002627,石油及商超销售
002627,物业租赁及物业服务
002627,土地一级开发
002626,维生素A系列
002626,辅酶Q10系列
002626,保健品-胶囊系列
002628,公路项目
002628,市政项目
002628,桥梁项目
002629,钻井液技术服务
002629,油气田特种设备检测与维护
002629,油气田环保技术服务
002629,防腐工程技术服务
002629,修井技术服务
002629,试油技术服务
002629,井下作业技术服务
002629,石化产品销售
002629,化学品贸易
002630,高效洁净燃煤电站锅炉
002630,碱回收锅炉
002630,垃圾焚烧发电锅炉
002630,生物质发电锅炉
002630,高炉尾气发电锅炉
002630,煤气锅炉
002630,油泥沙锅炉，以及其他工业锅炉
002630,余热锅炉
002630,特种锅炉
002630,压力容器
002630,电厂EPC工程总包
002630,电站BTG工程总包
002630,市政公用工程施工总承包
002630,长期股权投资
002630,BOT项目
002630,PPP项目投资建设运营
002630,电厂投资建设运营
002631,木地板
002631,定制衣柜
002631,密度板
002631,石墨烯制备设备
002631,石墨烯应用产品
002631,石墨烯检测服务
002632,反光膜
002632,反光布
002632,反光服
002632,反光制品
002632,离型纸
002632,增光膜
002634,无缝服装
002634,物业及咨询服务
002635,消费类电脑及通讯产品功能件
002635,信息存储及汽车电子产品分部
002635,消费类产品及通讯产品金属结构件
002633,DQY端盖式滑动轴承系列
002633,ZQ/ZQKT座式滑动轴承系列
002633,ZH动静压座式滑动轴承系列
002633,VTBS立式推力轴承系列
002633,1000MW/600MW/300MW轴承系列
002633,轴承部套件
002636,覆铜板
002636,半固化片
002636,PCB
002636,医疗器械
002637,表面活性剂
002637,油化产品
002637,检测服务
002637,加工劳务
002637,贸易
002639,制冰产品
002639,压缩机（组）
002639,中央空调系统
002639,油气技术服务
002640,服饰家居
002640,电子产品
002640,母婴用品
002641,PVC管材管件
002641,PPR管材管件
002641,PE管材管件
002641,电器产品
002641,太阳能灯具及组件
002642,系统集成
002642,系统产品
002642,技术术开发与服务
002642,车载信息终端
002643,信息材料产业
002643,环保材料产业
002643,大健康产业
002638,户外照明
002638,景观产品
002638,室内照明
002638,线材
002638,显示屏
002638,教育培训
002644,六味地黄丸
002644,逍遥丸
002644,香砂养胃丸
002644,参茸固本还少丸
002644,阿胶
002644,阿胶糕
002645,再生资源加工设备
002645,电梯零部件
002645,废钢加工及贸易
002645,海工设备
002646,中高档青稞酒
002646,普通青稞酒
002646,热巴青稞酒
002646,自有品牌葡萄酒
002647,供应链业务
002647,第三方支付
002647,保理业务
002647,信用卡推广
002647,助贷业务
002647,小额贷款业务
002647,ATM机业务
002647,漆包线
002648,(聚)丙烯
002648,(甲基)丙烯酸及酯
002648,高分子乳液
002648,SAP
002648,颜料中间体
002648,运输业务
002648,双氧水
002649,IT运营维护
002649,产品解决方案
002649,研发工程
002650,酱油类
002650,食用植物油
002650,味精类
002650,食醋类
002650,鸡精类
002651,水泥用辊压机及配套
002651,矿山用高压辊磨机及配套
002651,辊系(子)
002651,航空零件及工装设计制造
002652,有机涂层板系列产品及其基板产品
002653,多烯磷脂酰胆碱注射液
002653,盐酸纳美芬注射液
002653,甲磺酸多拉司琼注射液
002653,多种微量元素注射液（Ⅱ）
002653,注射用甲泼尼龙琥珀酸钠
002653,马来酸桂哌齐特注射液
002653,转化糖注射液
002653,转化糖电解质注射液
002653,中/长链脂肪乳注射液（C8-24）
002653,复方氨基酸注射液（18AA-Ⅶ）
002653,羟乙基淀粉200/0.5氯化钠注射液
002653,注射用脂溶性维生素系列
002653,注射用夫西地酸钠
002653,注射用头孢系列
002653,注射用复方维生素（3）
002653,注射用甲泼尼龙琥珀酸钠
002653,恩替卡韦胶囊
002653,氟哌噻吨美利曲辛片
002653,富马酸卢帕他定片
002653,聚普瑞锌颗粒
002654,LED光源器件
002654,LED照明产品
002655,微型麦克风
002655,车载麦克风
002655,微型扬声器
002655,受话器及其阵列模组
002657,金融科技综合服务
002657,数据中心综合服务
002659,学杂费
002659,租赁费
002659,培训费
002658,气态污染物监测
002658,大气环境监测
002658,水环境监测
002658,废水监测
002658,土壤环境监测
002658,辐射/噪声监测
002658,应急/实验室检测
002658,石化/化工行业气体分析系统
002658,冶金行业气体分析系统
002658,空分行业气体分析系统
002658,水泥行业气体分析系统
002658,防爆分析小屋
002658,氢火焰检测色谱仪
002658,分析仪器仪表
002658,配套产品及部件
002658,地表水检测
002658,工业废水检测
002658,生活饮用水检测
002658,空气质量检测
002658,固定污染源废气排放检测
002661,挂面
002661,面粉
002661,半干面
002661,湿面
002661,米粉
002661,非油炸方便面
002660,SPS开关电源
002660,LED驱动电源
002660,电路板
002660,光伏发电
002660,光伏逆变器
002662,外饰件产品
002662,内饰件产品
002662,关键功能件
002662,智能电子系统产品
002663,住宅景观
002663,市政景观
002663,环保类
002663,互联网营销类
002663,度假景观
002664,汽车发电机定子及总成
002664,汽车微特电机转子
002664,电动车电机转子
002664,电动工具电机转子
002664,冰箱压缩机电机定转子
002664,电梯曳引机电机转子
002664,其他电机定子或转子
002665,空冷系统
002665,空冷配件
002665,余热发电
002665,光热发电系统
002665,光热发电
002666,车用防冻液
002666,制动液
002666,发动机润滑油
002666,动力转向油
002666,自动变速箱油
002666,燃油添加剂
002666,玻璃清洗液
002666,胶粘剂
002666,汽车销售与维修
002666,电镀中间体
002666,仓储物流
002667,高效单元振动筛
002667,大型直线振动筛
002667,温热物料振动筛
002667,圆振动筛
002667,餐厨设备
002667,PC生产线
002667,备件
002668,冰箱
002668,酒柜
002668,冰箱配件
002668,平台服务
002668,技术服务
002668,出租智能POS机
002668,发放贷款
002669,环氧胶
002669,丙烯酸胶
002669,SBS胶粘剂
002669,聚氨酯胶
002669,电源模块
002669,滤波器及滤波组件
002669,电源滤波模块
002669,电磁兼容设备及解决方案
002669,轮胎销售
002670,证券业务
002670,投资业务
002670,空调连接组件
002670,各种家用电器的电源输入组件
002671,应力钢筒混凝土管(PCCP)
002671,高端压力管配件
002672,工业废物的处理处置和资源化利用
002672,市政废物的处理处置和再生能源利用
002672,环境工程及服务和贸易
002673,证券经纪业务
002673,证券自营业务
002673,投资银行业务
002673,资产管理业务
002673,信用交易业务
002673,固定收益业务
002673,场外业务
002674,鞋面用皮革
002674,包袋用皮革
002674,军用皮革
002674,家具用皮革
002674,特殊功能性皮革
002675,肝素钠原料药
002675,硫酸软骨素
002675,核素药物
002676,塑料风扇叶
002676,工程塑料
002676,模具及塑料制品
002677,集成灶
002677,厨柜
002679,杉原木
002679,杉小径
002679,松原木
002679,松小径
002679,杂原木
002679,杂小径
002679,种苗
002679,林业经济作物
002679,房屋租赁
002679,采脂
002679,毛竹
002678,钢琴及配件
002678,教育培训
002678,传媒及其他
002681,电声产品
002681,健康电器
002681,移动智能终端金属外观件
002682,汽车客运及站务服务
002682,货运物流
002682,汽车制造/销售及服务
002682,成品油及天然气销售
002682,港口码头服务
002682,商业保理
002682,沥青供应链业务
002683,露天矿山开采
002683,防务装备
002683,地下矿山开采
002683,民爆器材销售
002684,锂离子电池
002684,PACK
002684,BMS
002684,及锂电池材料
002684,锂电池回收
002684,新能源汽车整车设计和动力系统解决方案
002684,铅酸蓄电池
002685,集装箱装卸设备
002685,不锈钢
002685,不锈钢炉料
002685,数控机床
002685,普碳钢
002686,空调风机
002686,建筑通风机
002686,冷链风机
002686,节能电机
002686,空调配件
002686,车载充电机
002686,直流转换器
002686,汽车变速箱壳体
002686,发动机箱体
002686,减速器壳体
002686,飞轮壳
002687,上衣
002687,西裤
002687,衬衫
002688,药物饲料添加剂
002688,兽用疫苗
002688,兽用化学药品
002688,污水处理
002688,淀粉及联产品
002690,色选机
002690,X射线工业检测机
002690,口腔X射线CT诊断机
002690,配件
002689,直梯
002689,扶梯
002689,配件
002689,安装及维保费
002689,材料
002689,零部件销售
002689,加工
002689,风力发电机
002689,机器人自动化设备
002689,房地产
002691,安全钻机
002691,掘进设备
002691,运输机械
002691,贸易销售
002691,支护机具
002692,电力电缆
002692,特种电缆
002692,电气装备用线缆
002692,裸电线
002692,非晶产品
002693,基泰（品名）注射用胸腺法新
002693,注射用左卡尼汀
002693,注射用肌苷
002693,注射用盐酸克林霉素
002693,注射用维生素B6
002693,注射用泮托拉唑钠
002693,注射用法莫替丁
002693,注射用阿奇霉素
002693,注射用生长抑素
002693,注射用环磷腺苷
002694,PVC管道
002694,PP管道
002694,PE管道
002694,体育赛事
002695,鲜货产品
002695,包装产品
002695,屠宰加工
002695,米制品
002695,检测业务
002697,日用百货
002697,烟酒
002697,食品
002696,鱼饲料产品
002696,虾饲料产品
002696,部分畜禽料产品
002696,鱼粉
002696,鱼油
002696,米油糠产品
002696,冻罗非鱼片产品
002696,教育
002699,IP衍生品
002699,传统衍生品
002699,动漫
002699,游戏
002699,影视
002698,粉粒料全自动包装码垛成套设备
002698,合成橡胶后处理成套设备
002698,产品服务
002698,机器人及其它智能成套装备
002698,环保工艺及装备
002698,FFS包装膜
002698,塑料助剂及其他
002700,车用燃气
002700,民用燃气
002700,入户安装
002701,三片罐-饮料罐
002701,三片罐-食品罐
002701,二片罐-饮料罐
002701,灌装
002703,转向系统
002703,转向系统部件
002703,配件
002702,鱼丸
002702,肉丸
002702,芝士丸
002702,龙虾球
002702,鳕鱼豆腐
002702,蟹柳
002702,鱼豆腐
002702,蟹黄卷
002702,鱼板烧
002705,电热水壶
002705,电热咖啡机
002705,面包机
002705,打蛋机
002705,多士炉
002705,搅拌机
002705,果汁机
002705,吸尘器
002705,电烤箱
002705,电熨斗
002706,终端电器
002706,配电电器
002706,控制电器
002707,出境游批发
002707,出境游零售
002707,整合营销服务
002707,其他旅游业务
002708,滚针轴承
002708,滚子轴承
002708,离合器分离轴承
002708,轮毂轴承
002708,同步器锥环
002708,同步器
002708,行星排
002708,薄壁型圈环类精密锻件
002711,钢铁物流服务
002711,供应链金融服务
002711,家居集成消费服务
002712,电视广告
002712,内容营销
002712,互联网广告
002712,户外广告
002712,品牌管理
002714,商品猪
002714,仔猪
002714,种猪
002713,工程
002713,设计
002713,特许
002713,销售
002713,服务
002713,软件转让
002713,运装
002715,配套产品柴油机气门
002715,配套产品汽油机气门
002715,维修市场气门
002716,白银
002716,电铅
002716,黄金及其他综合回收产品
002718,集成吊顶
002717,生态环境建设与修复
002717,水务水环境治理
002717,文化旅游
002719,乳制品
002719,烘焙食品
002719,节日食品
002721,纯金制品
002721,珠宝首饰
002721,投资金条
002721,智能产品
002721,纯银制品
002721,邮品
002721,原材料
002722,金属针布
002722,弹性盖板针布
002722,带条针布
002722,固定盖板针布
002722,预分梳板
002722,分梳辊
002722,整体锡林
002722,顶梳
002723,可充电备用照明灯具
002723,可充电交直流两用风扇
002723,材料销售
002723,其他家电产品
002723,供应链服务费收入
002724,固定照明设备
002724,移动照明设备
002724,便携照明设备
002724,照明施工工程
002724,合同能源管理
002725,汽轮涂装轮
002725,抛光轮
002725,旋压轮
002725,真空电镀轮
002725,电镀轮
002725,摩轮涂装轮
002725,低压轮
002725,配件
002726,商品猪
002726,冷鲜猪肉
002726,冷冻猪肉
002726,肉制品
002727,中西成药
002727,医疗器械及计生
002727,消毒用品
002727,中药
002728,止咳宝片
002728,小儿咳喘灵颗粒
002728,血塞通分散片
002728,益心舒颗粒
002728,银杏叶分散片
002728,奥美拉唑肠溶胶囊;金匮肾气片
002728,红霉素肠溶片
002728,依托红霉素片
002728,罗红霉素胶囊
002728,咽炎片
002728,阿咖酚散
002729,管状熔断器
002729,径向引线式熔断器
002729,SMD熔断器
002729,电力熔断器及自复保险丝
002730,自动化系统
002730,电磁起动器
002730,高低压馈电开关
002730,变电站
002730,电力设备
002730,信息服务
002730,教育培训与留学服务
002731,黄金饰品
002731,铂金饰品
002731,镶嵌饰品
002732,液体乳类
002732,花式奶
002732,乳酸菌乳饮料类
002732,冰淇淋雪糕
002733,蓄电池及材料
002733,锂电池
002733,燃料电池
002734,农用杀菌剂
002734,农用杀虫剂
002734,农用除草剂
002735,塑料包装膜
002735,塑料托盘
002735,塑料缓冲材料（主要是EPE缓冲材料）
002736,经纪及财富管理
002736,投资银行
002736,投资与交易
002736,资产管理
002736,资本中介
002737,护肝片
002737,胃康灵胶囊
