股票代码,产品类型
002370,非抗生素类制剂
002370,临床前研究服务
002370,临床研究服务
002372,塑料管道
002373,智慧交通
002373,智能安防
002375,建筑装饰业
002374,防伪盖
002374,复合型防伪印刷铝板
002374,园林绿化
002376,关键基础零部件
002376,整机及系统集成产品
002376,物流
002377,沥青
002377,房地产中介服务
002378,有色金属采掘
002378,冶炼
002378,金属加工
002379,高精度铝板带
002380,工业自动化
002380,工业互联网
002381,橡胶输送带
002382,健康防护手套
002382,医疗器械
002384,精密钣金件
002384,精密压铸件
002384,精密电子件
002384,柔性印刷电路及柔性电路组件产品
002383,卫星导航系统技术开发及设备
002385,饲料动保
002385,种子植保
002386,聚氯乙烯
002386,氯碱类产品
002386,三聚磷酸钠
002386,水泥
002386,商贸
002386,聚苯乙烯
002387,OLED产品
002387,IT服务
002388,电子制程
002388,商业保理
002388,租赁及其他
002389,航空航天产品
002389,电子元器件制品
002390,药品
002390,医疗器械
002390,医疗服务
002391,除草剂
002391,杀虫剂
002391,杀菌剂
002391,服务业
002391,让售材料
002393,胶囊
002393,片剂
002393,针剂
002394,色织布
002394,印染布
002394,印花布
002394,服装
002394,棉纱
002394,电
002394,汽
002394,污水处理
002394,压缩空气
002392,耐火材料
002395,超细纤维超真皮革
002395,PU合成革
002395,PVC人造革
002396,通信设备
002398,技术服务
002398,外加剂新材料
002398,商品混凝土
002398,节能新材料
002398,工程施工
002398,医疗器械
002398,软硬件销售及服务
002397,套件
002397,被芯
002397,枕芯
002399,肝素钠原料药
002400,广告行业
002401,软件和信息技术服务
002402,智能控制电子
002403,炊具
002403,家电
002403,机器人
002404,丝
002404,绸
002404,服装
002406,汽车零部件
002405,导航电子地图
002405,综合地理信息服务
002407,氟化盐
002407,锂电池及核心材料
002407,新能源汽车
002408,碳四丁烯
002408,异丁烯
002408,丁烷
002408,异丁烷
002410,工程造价业务
002410,工程施工业务
002410,海外业务
002409,化学材料
002409,电子材料
002412,中西药制剂
002412,化学合成药
002411,医药生产类
002411,医药商业类
002411,新能源类
002411,新材料类
002411,化工类
002414,红外热成像仪及综合光电系统
002414,传统弹药及信息化弹药
002414,房屋出租
002414,技术服务
002413,计算机
002413,通讯
002413,电子设备
002415,视频产品及视频服务
002416,移动通信产品
002416,数码产品
002417,系统集成
002417,信息技术服务
002417,软件销售
002417,通讯制造
002418,制冷管路
002418,制冷配件件
002418,融资租赁业务
002419,零售
002419,房地产开发
002420,电视机一体机
002420,电视机结构件
002420,白电结构件
002420,汽车结构件
002421,信息技术服务
002422,医药制造
002423,专用设备制造
002424,苗药
002424,非苗药
002425,服装业
002425,文化与娱乐业
002426,精密制造
002426,智能制造
002426,新能源
002428,有色金属
002427,化学纤维制造业
002427,锂电池行业
002429,液晶电视
002429,数字机顶盒
002429,LED产品及配件
002429,视频及视盘机
002430,空分设备
002430,气体销售
002430,乙烯冷箱产品
002430,工程总包
002431,园林工程
002431,景观设计
002431,苗木销售
002431,生态城镇
002432,家用医疗健康电子产品
002432,健康管理云平台系统及服务
002434,汽车零部件制造
002434,农业装备零部件制造
002434,融资租赁
002435,电梯导轨
002435,医药
002436,PCB
002436,军品
002436,半导体
002437,心脑血管药物
002437,骨科药物
002437,营养类药物
002437,抗感染药物
002437,推广服务
002437,电解质类药物
002437,免疫增强药物
002437,抗肿瘤药物
002438,冶金
002438,核电
002438,能源装备
002438,节能服务
002439,安全产品
002439,安全服务
002439,硬件
002440,专用化学产品
002441,能源
002441,材料和机械电子设备批发业
002441,电气机械及器材制造业
002443,镀锌钢管
002443,钢塑复合管
002443,螺旋焊管
002443,直缝埋弧焊管
002443,高频直缝管(普通HFW）
002443,高频直缝管
002443,涂漆
002443,涂敷管
002444,手工具
002444,手持式电动工具
002444,智能产品
002442,橡胶用炭黑
002442,白炭黑
002442,工业萘
002442,电力
002445,文化传媒
002445,金属制造
002446,通信设备
002446,汽车电子
002446,军工电子
002447,围堰海参
002447,海参加工品
002449,LED外延片及芯片
002449,器件类产品
002449,组件类产品
002449,照明应用类产品
002448,气缸套
002451,电缆
002451,类金融
002452,高压隔离开关及接地开关
002452,断路器及组合电器
002452,成套
002452,电气二次设备
002452,房产
002452,耐磨材料
002452,机电设备
002452,电动车高压配电箱总成
002452,新能源汽车出租
002452,服务
002452,工程施工
002452,设计
002452,房屋租赁
002453,精细化工产品
002453,金融科技
002453,供应链管理
002454,车辆空调及零配件
002455,化工行业
002457,主流供排水管道产品
002457,节水灌溉产品
002457,燃气管道
002457,新型节能供热管道及上述产品配套管件
002456,微摄像头模组
002456,触摸屏和触控显示全贴合模组
002456,指纹识别模组
002456,智能汽车电子产品和服务
002459,架桥机
002459,运架一体机
002459,运梁车
002459,提梁机
002459,模具
002459,盾构机再制造
002458,父母代肉种鸡雏鸡
002458,商品代肉鸡雏鸡
002458,原种猪
002458,二元种猪
002458,商品猪
002458,乳品
002458,有机肥
002458,农牧设备
002460,锂系列产品
002460,锂电池系列产品
002461,啤酒
002461,酵母饲料
002461,包装材料
002461,租赁餐饮服务
002462,医药批发
002462,医药连锁
002462,医药物流
002463,PCB
002465,无线通信
002465,北斗导航
002465,泛航空
002465,软件与信息服务
002464,游戏授权/注册码
002464,游戏虚拟物品
002464,返利收入
002464,全球移动大数据流量分发
002464,移动游戏运营服务
002464,商品销售
002467,虚拟运营通信服务
002466,锂矿
002466,锂化合物及衍生品
002469,工程咨询
002469,工程总承包
002469,工程设计
002468,快递服务
002471,电力电缆
002471,电气装备用电线电缆
002471,裸电线
002471,电缆材料
002471,电缆接头
002471,电磁线
002471,金属材料
002471,紫砂壶及其配件
002470,肥料
002472,乘用车齿轮
002472,工程机械齿轮
002472,商用车齿轮
002472,钢材销售
002473,温控器
002473,电热水壶
002473,咖啡机
002473,投资性房地产
002473,新材料
002474,系统集成
002474,软件产品及服务
002474,软件园租赁
002475,电脑互联产品及精密组件
002475,汽车互联产品及精密组件
002475,通讯互联产品及精密组件
002475,消费性电子
002476,化学原料及化学制品制造业
002476,专业技术服务业
002476,石油和天然气开采业
002476,环保水处理业
002478,钢管业务
002478,医疗服务
002479,清洁电能
002479,清洁热能
002479,煤炭
002479,冷轧钢卷
002479,纸制品
002481,农副食品
002480,机械制造
002483,物料搬运业务
002483,海工与船舶业务
002482,工程金融
002482,制造业
002482,建筑装饰
002485,服装
002485,旅游
002484,电子元件
002484,电子材料
002486,面料
002486,成衣
002487,风电塔筒
002487,火电钢结构
002489,休闲家具
002489,遮阳家具
002489,金属制品
002489,机票旅游服务
002488,钢制车轮及组装车轮
002488,汽车后市场业务
002488,分布式光伏发电
002488,高端装备设备
002491,通信线缆
002491,通信设备
002491,软件及信息技术服务
002490,油气开采用管
002490,流体及结构用管
002490,抽油机
002490,抽油泵
002490,抽油杆
002490,钻机用缸套
002490,阀门散件及大型铸锻件
002492,仓储
002492,装卸/码头
002492,管理服务
002493,芳烃
002493,PTA
002493,聚酯切片及涤纶丝
002494,裘皮服饰
002495,调味品
002496,农药除草剂
002496,杀虫剂
002496,杀菌剂
002496,作物调节剂
002498,电力电缆
002498,裸电线
002498,电气装备用电线电缆
002498,通信电缆和光缆
002498,特种电缆
002497,民用爆炸物品
002497,锂
002497,工程爆破物品
002497,运输产品
002499,除尘产品及其他
002499,光伏电站 EPC承包
002499,冶金节能设备
002499,电站运营维护及其他
002500,证券经纪业务
002500,证券自营业务
002500,证券资产管理业务
002500,证券投资咨询
002500,证券投资顾问
002500,证券信用业务
002500,中小企业金融服务
002502,文化教育与娱乐
002503,批发零售
002504,产品销售
002504,设计业务
002504,装饰装修
002505,畜牧养殖业
002505,农副食品加工
002505,蛋白质贸易
002501,工业用材
002501,装饰
002501,建筑用材
002501,深加工用材
002507,榨菜
002507,其他佐餐开味菜（含海带丝和萝卜）
002507,榨菜酱油
002507,泡菜
002506,太阳能行业
002508,吸油烟机
002508,燃气灶
002508,消毒柜
002508,蒸箱
002508,烤箱
002508,洗碗机
002508,净水器
002508,集成灶
002508,微波炉
002509,专用设备
002509,消防工程
002510,模具
002510,冲压件
002510,检具夹具
002510,修理等零活
002510,军工产品
002511,卷纸
002511,无芯卷纸
002511,抽纸
002511,纸手帕
002511,湿巾
002511,棉花柔巾
002512,卡类及电子标签
002512,系统集成
002512,安全印务
002512,电视机主板及机顶盒
002512,其他
002513,农化
002513,医药
002514,设备配件
002514,监测设备
002514,湿化学设备
002514,锅炉配套设备
002515,火腿
002515,火腿制品
002515,冻品原料
002515,冷库服务
002515,投资管理
002515,医疗医药
002515,医疗服务
002515,医疗软件
002517,应用开发
002517,游戏分发
002517,网页网络游戏
002517,移动网络游戏
002516,汽车用纺织品
002516,电力
002518,数据中心关键基础设施产品
002518,新能源光伏及储能系统产品
002518,电动汽车充电桩产品
002519,数字电视智能终端
002519,智能机电产品类
002519,电动汽车关键部件
002520,数控机床
002521,造纸业
002523,物料搬运装备
002523,选煤机械装备
002523,立体停车装备
002522,POF普通型膜
002522,POF交联膜
002522,POF高性能膜
002522,热塑性弹性体
002526,煤炭机械设备
002526,建材机械设备
002526,印刷设备
002526,煤炭销售及采煤服务
002526,网络游戏
002524,供热
002524,天然气
002524,钢结构
002524,眼科服务
002527,电梯控制类产品
002527,节能与工业传动类产品
002527,机器人与运动控制类产品
002528,民用安防
002528,专业安防
002528,互联网数字营销
002529,压机及整线装备
002529,代购代销配套及配件
002529,复合材料模板
002529,工程项目
002530,热处理
002530,企业云服务
002530,电子税务
002531,风电设备
002531,风力发电
002532,水泵
002532,智能成套供水设备
002532,空压机
002532,配件
002534,锅炉制造
002533,电磁线
002533,电力电缆
002533,裸导线
002533,电气装备用电线
002533,"特种电线电缆,新能源汽车动力电池,新能源汽车租赁"
002535,矿山机械行业
002535,生铁及铁精粉
002535,矿建工程服务
002537,金融科技
002537,智能制造
002536,汽车零部件
002538,化学肥料
002539,化肥
002539,化工
002539,品种盐
002539,川菜调味品
002540,管材类
002540,型材类
002540,棒材类
002540,铸棒类
002540,其他铝制品
002541,钢结构件
002541,围护产品
002542,工程服务
002543,生活热水
002543,厨房电器
002545,钢结构
002545,角钢塔
002545,钢管塔
002545,建筑安装
002545,氯化钾
002545,发电
002546,用电信息采集系统
002546,机柜制造
002547,精密铝合金结构件
002547,移动通信射频器件
002547,冲压钣金件
002547,无线终端业务
002547,电子元器件分销
002547,玻璃
002548,饲料业务
002548,生猪养殖业务
002548,动保业务
002548,电信增值服务业务
002550,原料药系列
002550,制剂药品系列
002549,液体二氧化碳
002549,干冰
002549,氧
002549,氮气
002549,氩气
002549,氢气
002549,液化气
002549,戊烷
002549,燃料气加工
002551,医疗专业工程
002551,医疗设备销售
002551,医院后勤托管服务
002551,总承包管理服务
002551,建造工程收入
002551,医用耗材
002551,设计服务
002552,铸锻件
002552,精细化工新材料
002554,油气田装备及工程
002554,石化环保装备及服务
002554,油气资源开发及利用
002553,轴承
002553,离合器
002553,皮带轮
002553,配件
002556,农资产品
002556,化工产品
002556,农副产品
002557,休闲食品
002555,网络游戏
002555,汽车零部件
002559,金属成形机床
002559,激光加工装备
002559,智能制造解决方案
002558,游戏相关业务
002558,互联网金融服务
002560,电线电缆
002560,医疗
002560,军工零部件
002560,有色金属铝加工
002562,皮革化学品
002562,维生素产品
002561,百货
002564,高端装备
002564,工程服务
002563,服装
002566,药品
002566,保健品
002566,蜂制品
002566,化妆品
002565,镀铝纸
002565,复膜纸
002565,白卡纸
002565,丙纤丝束
002565,印刷品
002565,光学防伪膜
002565,电子烟
002568,食用香精
002568,预调鸡尾酒
002567,饲料
002567,肉制品
002567,动物保健品
002567,牲猪
002569,服装制造
002570,婴幼儿食品
002571,玻璃及玻璃制品
002572,全屋定制家具
002572,配套家居产品
002573,燃煤电厂大气治理装置
002574,高档贵金属
002574,宝石首饰产品
002575,玩具渠道业务
002576,定转子冲片和铁芯
002576,成品定转子
002576,电气设备
002576,模具
002576,贸易
002577,游戏V系列
002577,无线系列外设
002577,有线办公键鼠
002577,工业自动化解决方案业务RRS
002577,小型智能无人机的研发制造业务
002578,有色金属
002579,印制电路板
002580,新能源及应急储能用电池
002580,备用电池
002580,动力电池
002581,恩经复
002581,安福隆
002581,原甲酸三乙酯
002581,原甲酸三甲酯
002581,原乙酸三甲酯
002581,副产品
002582,红枣及其相关产品
002582,坚果炒货
002582,果干
002582,肉脯海鲜
002582,糕点糖果
002582,礼盒等品类健康食品
002584,化学试剂
002584,化工原料
002584,诊断试剂
002584,基因测序服务
002583,终端
002583,系统
002583,OEM
002585,光学材料
002585,节能窗膜
002585,信息材料
002585,热收缩材料
002585,新能源材料
002586,海堤工程
002586,城市防洪工程
002586,河道工程
002586,水库工程
002586,市政工程
002586,技术服务
002587,解决方案
002588,硫基复合肥
002588,氯基复合肥
002588,BB 肥及其他
002588,原料化肥销售
002590,气压制动系统
002590,液压制动系统
002590,离合器操纵系统
002590,铁铸件
002590,副车架
002589,药品器械
002589,移动医疗
002591,电力
002591,钢铁
002591,水泥
002591,石油
002591,化工
002592,汽车零配件
002592,文化演艺
002592,材料销售
002592,租赁业务
002593,汽车钢轮
002593,钢结构
002594,电子元器件
002594,日用电子器件
002594,交通运输设备
002595,模具
002595,大型燃气轮机零部件
002595,铸造产品
002595,机械产品
002596,商品混凝土
002596,水泥
002596,园林绿化
002597,精细化工产品
002597,基础化工产品
002599,出版物
002599,包装印刷
002598,风机
002598,磨机
002598,渣浆泵
002598,电气设备
002598,气力输送
002600,精密功能及结构件
002600,显示及触控模组
002600,材料业务
002601,钛白粉
002601,锆制品
002601,矿产品
002602,铜杆加工件
002602,汽车零部件
002602,游戏开发及运营
002603,药品
002605,文教体育用品
002607,公务员招录面授培训
002607,事业单位招录面授培训
002607,教师招录及教师资格面授培训
002607,综合面授培训
002607,线上培训
002606,悬瓷绝缘子
002606,复合绝缘子
002606,支柱绝缘子
002608,电力
002608,金融
002608,船舶
002609,出入口控制与管理智能终端系统产品
002611,动力电池系统
002611,智能包装设备及相关零部件
002611,动力设备
002610,太阳能电池边框
002610,太阳能安装支架
002610,太阳能电池板
002610,电力销售
002612,时尚女装
002612,婴童服饰
002612,医疗美容
002612,资产管理
002613,玻璃钢化设备
002613,玻璃预处理设备
002613,汽车玻璃预处理设备
002613,玻璃丝网印刷设备
002613,玻璃仓储及自动化连线
002613,深加工玻璃
002613,低辐射镀膜玻璃设备
002615,不锈钢真空器皿
002615,不锈钢非真空器皿
002615,铝瓶
002615,玻璃杯
002615,塑料杯
002614,按摩康复
002614,健康环境
002614,家用医疗
002617,漆包线
002617,节能数控电机
002617,汽车及船舶零部件
002617,新能源汽车配套产品
002617,太阳能发电相关产品
002616,内销业务
002616,外销业务
002618,电子元件
002619,非金属矿物制品业
002619,互联网和相关服务
002619,保理业
002620,公共装饰工程
002620,高档住宅精装修的设计及工程
002621,塑料管道制造装备
002621,高端机床
002621,教育咨询
002622,永磁开关
002622,高低压开关
002622,征信大数据软件服务
002622,全渠道数字化零售管理解决方案
002622,保理业务
002623,太阳能玻璃
002623,太阳能组件
002623,电力
002623,电子玻璃及显示器件
002624,移动网络游戏
002624,PC端网络游戏
002624,主机游戏
002624,电视剧
002624,电影
002624,综艺娱乐业务
002624,艺人经纪服务
002625,汽车零部件产品
002625,研制业务
002625,其他
002627,旅客运输
002627,旅游服务
002627,汽车销售及售后服务
002627,商贸物流
002627,土地一级开发
002626,营养和保健品
002628,公路项目
002628,市政项目
002628,桥梁项目
002629,石油和天然气开采
002629,环境治理
002629,专业技术服务
002629,有机化学原料制造
002629,大宗商品贸易
002630,装备制造
002630,工程总包
002630,投资营运
002631,家居
002631,新材料
002632,反光膜
002632,反光布
002632,反光服
002632,反光制品
002632,离型纸
002632,增光膜
002634,无缝服装
002634,物业及咨询服务
002635,消费类电脑及通讯产品功能件
002635,信息存储及汽车电子产品分部
002635,消费类产品及通讯产品金属结构件
002633,DQY端盖式滑动轴承系列
002633,ZQ/ZQKT座式滑动轴承系列
002633,ZH动静压座式滑动轴承系列
002633,VTBS立式推力轴承系列
002633,1000MW/600MW/300MW轴承系列
002633,轴承部套件
002636,覆铜板
002636,半固化片
002636,PCB
002636,医疗器械
002637,表面活性剂
002637,油化产品
002637,检测服务
002637,加工劳务
002637,贸易
002639,制冰产品
002639,压缩机（组）
002639,中央空调系统
002639,油气技术服务
002640,服饰家居
002640,电子产品
002640,母婴用品
002641,PVC管材管件
002641,PPR管材管件
002641,PE管材管件
002641,电器产品
002641,太阳能灯具及组件
002642,系统集成
002642,系统产品
002642,技术术开发与服务
002642,车载信息终端
002643,功能性材料类
002643,大健康类
002638,教育培训
002638,半导体照明
002644,中成药
002644,大健康产品
002645,再生资源加工设备
002645,电梯零部件
002645,废钢加工及贸易
002645,海工设备
002646,酒及酒精饮料
002646,电子商务平台业务
002646,批发零售业务
002647,批发零售业
002647,服务业
002647,保理行业
002647,金融业
002647,制造业
002648,化学品生产
002648,化学品运输
002649,高科技
002649,金融
002649,商业物流
002649,制造业
002649,互联网
002650,调味品
002650,粮油食品
002651,制造业
002652,金属制品(金属表面处理)
002653,小容量注射液
002653,大容量注射液
002653,粉针剂
002653,固体制剂
002654,LED光源器件
002654,LED照明产品
002655,电子元器件
002655,电声组件
002657,金融科技综合服务
002657,数据中心综合服务
002659,教育服务
002658,环境监测系统
002658,工业过程分析系统
002658,运营维护服务
002658,分析仪器及配套产品
002658,第三方检测服务
002661,面制品
002660,计算机通信
002660,光伏电站运营
002662,汽车零部件
002663,住宅景观
002663,市政景观
002663,环保类
002663,互联网营销类
002663,度假景观
002664,汽车零部件
002664,电动车零部件
002664,冰压机零部件
002664,其他电机及配件
002664,无人机技术服务费
002665,空冷系统
002665,空冷配件
002665,余热发电
002665,光热发电系统
002665,光热发电
002666,汽车精细化学品
002666,汽车销售与维修
002666,电镀中间体
002666,仓储物流
002667,矿山
002667,建筑及筑路机械设备
002668,家电
002668,信息及技术服务
002668,出租智能POS机
002668,发放贷款
002669,胶粘剂
002669,电子产品
002669,轮胎销售
002670,证券业务
002670,投资业务
002670,线缆业务
002671,应力钢筒混凝土管(PCCP)
002671,高端压力管配件
002672,工业废物处理业务
002672,市政废物处理业务
002672,增值性配套服务
002673,综合类证券业务
002674,鞋面用皮革
002674,包袋用皮革
002674,军用皮革
002674,家具用皮革
002674,特殊功能性皮革
002675,肝素钠原料药
002675,硫酸软骨素
002675,核素药物
002676,塑料零件
002677,家用厨房电器
002679,林业
002678,钢琴及配件
002678,教育培训
002678,传媒及其他
002681,电声产品
002681,健康电器
002681,移动智能终端金属外观件
002682,汽车客运及站务服务
002682,货运物流
002682,汽车制造/销售及服务
002682,成品油及天然气销售
002682,港口码头服务
002682,商业保理
002682,沥青供应链业务
002683,露天矿山开采
002683,防务装备
002683,地下矿山开采
002683,民爆器材销售
002684,锂电池业务
002684,清洁电力业务
002684,新能源车辆业务
002684,铅电池业务
002685,集装箱装卸设备
002685,不锈钢
002685,不锈钢炉料
002685,数控机床
002685,普碳钢
002686,空调风机
002686,建筑通风机
002686,冷链风机
002686,节能电机
002686,空调配件
002686,车载充电机
002686,直流转换器
002686,汽车变速箱壳体
002686,发动机箱体
002686,减速器壳体
002686,飞轮壳
002687,职业装
002688,药物饲料添加剂
002688,兽用疫苗
002688,兽用化学药品
002688,污水处理
002688,淀粉及联产品
002690,光电检测专用设备
002689,电梯产品
002689,风力发电机
002689,机器人自动化设备
002689,房地产
002691,机械制造
002691,贸易销售
002692,电线电缆
002692,非晶产品
002693,多肽类产品
002694,塑料制造
002694,管道安装工程
002694,体育赛事
002695,食品加工
002697,商业零售
002696,饲料
002696,饲料原料
002696,水产食品
002696,水产畜牧养殖
002696,教育
002699,文化产业
002698,粉粒料全自动包装码垛成套设备
002698,合成橡胶后处理成套设备
002698,产品服务
002698,机器人及其它智能成套装备
002698,环保工艺及装备
002698,FFS包装膜
002698,塑料助剂及其他
002700,城市燃气
002701,灌装
002701,金属包装产品
002703,转向系统
002703,转向系统部件
002703,配件
002702,速冻鱼肉制品
002702,速冻肉制品
002702,常温鱼肉制品
002702,肉制品
002705,家用电器
002706,终端电器
002706,配电电器
002706,控制电器
002707,旅游服务
002708,轴承
002708,同步器行星排产品
002708,毛坯
002711,钢铁物流服务
002711,供应链金融服务
002711,家居集成消费服务
002712,媒介广告代理
002712,品牌管理
002714,商品猪
002714,仔猪
002714,种猪
002713,家装
002713,精工装
002713,公装
002713,特许
002713,销售
002713,软件转让
002713,运装
002713,服务
002715,汽车零部件
002716,白银
002716,电铅
002716,黄金及其他综合回收产品
002718,集成吊顶
002717,生态环境
002717,文化旅游
002719,乳制品
002719,烘焙食品
002719,节日食品
002721,纯金制品
002721,珠宝首饰
002721,投资金条
002721,智能产品
002721,纯银制品
002721,邮品
002721,原材料
002722,金属针布
002722,弹性盖板针布
002722,带条针布
002722,固定盖板针布
002722,预分梳板
002722,分梳辊
002722,整体锡林
002722,顶梳
002723,可充电备用照明灯具
002723,可充电交直流两用风扇
002723,材料销售
002723,其他家电产品
002723,供应链服务费收入
002724,固定照明设备
002724,移动照明设备
002724,便携照明设备
002724,照明施工工程
002724,合同能源管理
002725,汽轮涂装轮
002725,抛光轮
002725,旋压轮
002725,真空电镀轮
002725,电镀轮
002725,摩轮涂装轮
002725,低压轮
002725,配件
002726,肉制品
002726,商品猪
002727,中西成药
002727,医疗器械及计生
002727,消毒用品
002727,中药
002728,中成药品
002728,化学制剂药品
002728,化学原料药
002729,自复保险丝（PTC）
002729,熔断器
002729,管座/管夹
002730,自动化系统
002730,电磁起动器
002730,高低压馈电开关
002730,变电站
002730,电力设备
002730,信息服务
002730,教育培训与留学服务
002731,珠宝饰品
002732,液体乳类
002732,花式奶
002732,乳酸菌乳饮料类
002732,冰淇淋雪糕
002733,蓄电池及材料
002733,锂电池
002733,燃料电池
002734,农用杀菌剂
002734,农用杀虫剂
002734,农用除草剂
002735,塑料包装业
002736,经纪及财富管理
002736,投资银行
002736,投资与交易
002736,资产管理
002736,资本中介
002737,中成药
002737,化学制剂
002738,固体矿产勘查技术服务
002738,建筑工程服务
002738,海外勘查后勤配套服务
002738,矿产品国际贸易业务
002739,电影
002741,化工
002740,镶嵌饰品
002740,成品钻
002740,其他饰品
002740,加盟费
002742,减水剂
002742,膨胀剂
002742,商品混凝土
002742,硫酸
002742,药品及中间体
002742,水泥构件
002743,钢结构产品
002743,钢结构土建
002743,门窗产品
002746,商品代肉鸡
002746,鸡肉产品
002745,Lamp LED
002745,SMD LED
002745,Display
002745,LED应用
002747,仪器仪表制造业
002748,化工产品
002749,植物生长调节剂
002749,杀菌剂
002749,水溶肥
002750,医药研发服务
002750,中药冻干粉针剂
002752,金属制品
002752,EMC 合同能源
002751,终端展示
002751,虚拟展示
002751,循环会展
002753,炭黑
002753,煤焦油加工产品
002756,不锈钢棒
002756,线材
002757,专用机械
002755,医药制造
002755,医药销售
002759,陶瓷隔水炖
002759,陶瓷电炖盅
002759,陶瓷电炖锅
002759,陶瓷电饭煲
002759,陶瓷煮粥锅
002759,陶瓷养生煲
002759,电水壶
002759,电热水瓶
002759,蒸蛋器
002759,电蒸锅
002759,酸奶机
002759,六氟磷酸锂
002759,高纯度六氟磷酸锂
002759,氟硼酸钾
002759,氟铝酸钠
002760,耐磨材料
002761,套件
002761,被芯
002761,枕芯
002761,服装
002761,夏凉家饰
002761,互联网及相关业务
002762,母婴消费品
002758,药品
002763,文胸
002763,内裤
002763,保暖衣
002763,OEM
002765,乘用车手动变速器总成
002765,乘用车自动变速器总成
002765,乘用车手动变速器齿轮
002765,乘用车自动变速器零部件
002765,汽配压铸产品
002765,外协外购件
002765,摩托车主副轴组件
002766,车联网
002766,汽车辅助驾驶
002766,自动驾驶
002766,后台服务
002767,仪器仪表
002768,改性材料
002768,复合材料
002768,光显材料
002768,体育休闲及药用保健辅材
002770,奶制品
002769,供应链管理服务
002771,多媒体信息系统
002771,生产监控与应急指挥系统
002771,数据中心系统建设及服务
002772,食用菌
002772,药用菌及其辅料
002773,眼科
002773,中枢神经系统
002773,消化系统
002773,呼吸系统及其他
002775,园林工程
002775,园林设计
002775,园林养护
002774,垂直电梯
002774,自动扶梯
002774,自动人行道
002776,服装生产
002776,服装设计
002776,批发零售
002777,软件
002777,运维服务
002777,系统集成
002778,变压器油
002778,液压油
002778,内燃机油
002778,溶剂油
002778,其他润滑油
002779,油锯
002779,绿篱机
002779,割灌机
002779,坐骑式草坪割草机
002780,户外服装
002780,户外鞋袜
002780,户外装备
002782,磁性元件
002782,开关电源
002781,建筑装饰
002783,民用爆破器材
002783,爆破服务
002783,硝酸铵及复合肥
002786,模具
002786,注塑
002786,五金
002785,建筑装饰石材
002785,景观石材
002785,工程施工
002788,药品
002788,医疗器械
002787,金属包装
002789,公共装修
002789,住宅装修
002790,卫浴配件产品
002791,门窗五金系统
002791,门控五金系统
002791,点支承玻璃幕墙构配件
002791,不锈钢护栏构配件
002791,家居类产品
002792,通信天线及射频器件
002792,光通信
002792,信息指挥系统
002792,5G产品
002793,井用潜水泵
002793,配件
002796,移动通信设备
002796,精密箱体系统
002795,阀门类
002795,管件类
002797,固定收益业务
002797,投资银行业务
002797,资产管理业务
002797,证券经纪及信用业务
002797,私募股权基金管理和另类投资业务
002797,期货业务
002797,证券自营业务
002797,新三板业务
002797,研究业务
002798,卫浴产品
002798,陶瓷墙地砖
002798,亚克力板
002800,第三方物流
002800,供应链管理
002800,物流园区经营
002800,物流金融
002799,医药纸盒
002799,其他纸盒
002799,酒类食品彩盒
002799,瓦楞纸箱
002799,移动互联网广告
002799,废纸销售
002799,房屋租赁
002801,冷柜电机
002801,外转子风机
002801,ECM电机
002801,伺服电机
002801,汽车空调机组
002802,乙烯基二元共聚树脂
002802,含羧基的乙烯基三元共聚树脂
002802,含羟基的乙烯基三元共聚树脂
002802,氯乙烯共聚乳液
002803,彩色包装纸盒
002803,彩色包装箱
002803,塑料软包
002803,环保纸袋
002803,电子商务
002805,草酸
002805,硝酸钠
002806,电极箔
002806,功率转换集成控制器
002806,整车控制器
002806,高压配件
002808,激光有机光导鼓系列产品
002807,公司贷款
002807,公司存款
002807,中间业务及服务
002807,国际业务
002807,个人银行业务产品和服务
002807,资金业务
002810,纤维素醚
002809,萘系减水剂
002809,聚羧酸系减水剂
002812,烟标印刷
002812,无菌包装产品
002812,特种包装纸
002812,膜类产品
002811,工程施工
002811,装饰设计
002813,汽车车载设备及服务
002816,清洗产品
002816,电镀产品
002816,水处理产品
002815,双面板
002815,高多层板
002815,HDI板
002815,厚铜板
002815,背板
002815,软硬结合板
002815,埋容板
002815,立体板
002815,铝基板
002815,高频板
002818,市场租赁服务
002818,市场服务
002818,营销广告策划
002817,空心胶囊
002819,电子测量仪器综合服务
002821,药品
002821,技术服务
002823,电气机械及器材制造业
002824,电子消费类产品
002824,耐用消费品
002824,汽车零部件产品
002825,车身贴
002825,单透膜
002825,涂层喷印材料
002825,贴合喷印材料
002827,民爆器材
002827,运输服务
002827,爆破服务
002828,钻井工程
002828,技术服务
002828,产品销售
002828,贸易流通
002829,材料类
002829,测量类
002829,导航类
002829,稳控类
002829,海工装备
002829,技术开发
002829,贸易类
002830,装饰施工收入
002830,建筑材料及木制品销售
002830,综合管理服务费收入
002831,说明书
002831,精品盒
002831,纸箱
002831,包装盒
002831,不干胶贴纸
002832,上衣类
002832,下装类
002832,外套类
002833,封边机
002833,裁板锯
002833,数控钻
002835,前端视频监控产品
002835,后端视频监控产品
002836,烟标
002837,机房温控节能产品
002837,机柜温控节能产品
002837,客车空调
002837,轨道交通列车空调及服务
002838,热塑性弹性体
002838,改性塑料
002838,色母粒
002839,公司业务
002839,金融市场业务
002839,个人业务
002839,小额贷款业务
002839,银行卡业务
002839,电子银行业务
002839,理财业务
002840,饲料
002840,生鲜猪肉
002840,生鲜禽肉
002840,火腿
